epoch,train_loss,eval_loss,eval_top1,eval_top5
0,9.43413083434105,9.759999525210802,0.6417516043790109,1.8052634417300328
1,7.683227916955948,8.159924922956076,4.401256538855633,10.176346869952907
2,6.5800603020191195,6.847843272872568,11.29806395983134,22.10874723692526
3,5.970983084440231,6.200092790350909,16.063339265748173,29.134309443687922
4,5.716730842590332,5.68423097267227,20.105295799468088,34.488081757461586
5,5.4122415852546695,5.210387043972743,24.13039961222762,39.43401822790271
6,5.2319889163970945,4.801468012383447,27.56565820063124,43.92830178658309
7,5.031820448637009,4.415907570403261,31.348082835778563,48.0707005349228
8,4.839456782341004,4.057108983467397,34.645823222472366,52.02704524824176
9,4.671026569008827,3.7797794799000317,37.526964354153776,55.07806180435458
10,4.517688444256782,3.518287861558706,40.108801165888664,58.30165021841126
11,4.399297018051147,3.275444298148483,42.80254004463591,61.58388610565822
12,4.289013536572456,3.060581537008684,45.198322818264224,64.78725125589963
13,4.205844647288322,2.875965809684506,47.186269751388664,67.5733430456435
14,4.099921809434891,2.6946816853783133,49.633284799040624,70.60076578968597
15,3.993341382741928,2.536125043561876,51.86795556377466,73.13743731405063
16,3.9404070699214935,2.430233281966212,53.48716496996963,75.42603678863514
17,3.8698856842517855,2.276060128490985,55.64161678569921,77.77126140478249
18,3.7862009382247925,2.1425285976321247,57.678773663277084,80.06592784750548
19,3.7041296595335007,2.0389821067157508,59.64043035004727,81.94399503855902
20,3.6823053312301637,1.9399398474710527,61.087067897269776,83.25985547518168
21,3.611298427581787,1.866358587787239,62.72852289685024,84.72132341662304
22,3.5585598981380464,1.7515812541188363,64.43536644761619,86.1490859146007
23,3.521491214632988,1.6705215098125896,65.69932050344428,87.34765140895723
24,3.4650561559200286,1.6178617381242102,66.99023890725451,88.18556868643628
25,3.4322832214832304,1.5770571516766578,67.84568301117909,88.9601197258423
26,3.4094498634338377,1.509508790781099,69.08267270976759,89.73197434022191
27,3.368804481625557,1.4348773092910618,70.06215283909656,90.43102519087746
28,3.310346145629883,1.390456442899035,71.30453540522426,91.35522838601375
29,3.2964576333761215,1.3409616989218442,71.94359057737658,91.6740818658333
30,3.255095052719116,1.307711652212015,72.70128889710799,92.13045354659121
31,3.242304776906967,1.2579890206968078,73.18866957984541,92.35493178430103
32,3.213826856017113,1.2298718415140841,73.87356415231052,92.75063366435566
33,3.170779046416283,1.2131652917662903,74.348810875113,93.14026856495713
34,3.153886137008667,1.1799020166761736,74.98584371460929,93.5561937180845
35,3.1266687363386154,1.1402636375369644,75.47659494354457,93.73550666430965
36,3.1072366672754286,1.1336794245019992,75.91881033685455,93.99301623665501
37,3.068388510942459,1.1260723426029184,76.23159683310651,94.15075770655169
38,3.064418560862541,1.108230010247993,76.4203473070399,94.24850348663043
39,3.02933418571949,1.058445623222758,76.99131748240814,94.67116971363858
40,3.0245284169912336,1.0662838064376405,77.0708623261846,94.63746427223211
41,3.010451337695122,1.0374267003955768,77.47734994954651,94.82486652645203
42,2.9924780529737474,0.9710943340413015,78.31931187382268,95.28932750903306
43,2.965027605891228,1.006786618946067,77.94990023395066,95.16326916023012
44,2.9408053261041642,0.9977963761733534,78.44941487765162,95.29876503468408
45,2.9191946530342103,0.9908693990860146,78.28088766959071,95.3088766629916
46,2.9148056221008303,0.9757914445112613,78.80804077421637,95.52863614507615
