epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.056566550181462,5.179329339904785,8.327999999694825,21.277999982910156
1,5.249349355697632,4.4490081355285644,15.758000009155273,34.832000021972654
2,4.737914525545561,3.792086086730957,24.34400001953125,48.037999984130856
3,4.413020785038288,3.382326380157471,30.58799998413086,55.70399999267578
4,4.253930137707637,3.266885174026489,32.182000028076175,57.38799998535156
5,4.127284017892984,3.04049172706604,35.591999997558595,61.78599999511719
6,4.017386179703933,2.918716852722168,38.11400001098633,64.57199997070313
7,3.8878403030909023,2.8490997789764405,39.04999999633789,65.16000002929688
8,3.822243557526515,2.7174173372650148,41.62800000732422,67.71200003662109
9,3.717720329761505,2.6086318848419188,43.092,69.20799999511719
10,3.658089688191047,2.5288217069244383,44.426000008544925,70.25000002197265
11,3.5848272763765774,2.416623857650757,46.609999998779294,72.28800003417969
12,3.5011671552291284,2.417290163116455,47.183999997558594,72.80400001708985
13,3.4559536484571605,2.3301115574645994,49.64400000244141,74.69800005126953
14,3.4119791938708377,2.3639335516357423,48.0039999987793,73.46399998535156
15,3.353734076023102,2.16945742275238,51.25599999633789,76.48400003417969
16,3.295952173379751,2.1390952769088747,52.799999968261716,77.42800002685547
17,3.263452410697937,2.1529017596435547,52.29599998413086,77.22599998291015
18,3.225146334904891,2.127194435424805,53.00599997558594,77.55599998535156
19,3.180861179645245,2.0559844882965086,53.89000000976562,78.12599996826172
20,3.157630191399501,2.014451551704407,55.19999996826172,79.13599997070312
21,3.128762520276583,1.9407627501296998,56.003999974365236,80.10399999511719
22,3.097070093338306,1.9483922719192506,56.03199997314453,80.01400005371094
23,3.0472068144724918,1.9300658242416382,56.57599999633789,80.59599996826172
24,3.033953254039471,1.8593875887680054,57.95599998046875,81.5039999633789
25,3.018794935483199,1.8679145710754395,58.26799997558594,81.6619999975586
26,2.9710341967069187,1.8501757317733765,58.45799998046875,81.82999998291015
27,2.9642801055541406,1.8180267792510987,58.38599997802734,82.16999996582031
28,2.9391851058373084,1.814972142982483,59.13599997192383,82.1899999609375
29,2.9046592712402344,1.7507360633850098,60.24799997558594,83.18199995605468
30,2.9052932996016283,1.7527858600997925,60.82799995605469,83.34800003417969
31,2.8695993652710547,1.7348843807601928,61.01200002685547,83.7500000048828
32,2.8436646782434902,1.7396651335906983,60.71400001953125,83.37799999023437
33,2.823575501258557,1.7139819305038453,60.94999998779297,83.34599998046875
34,2.828311420403994,1.7103828724670411,61.95799998535156,84.376
35,2.812760137594663,1.676186501197815,61.423999975585936,83.88999998291015
36,2.7873540841616116,1.6837535754013062,61.68799998535156,84.22600004394532
37,2.776123739205874,1.6789395640563964,61.872,84.2899999975586
38,2.7648581862449646,1.617177456817627,63.208000048828126,85.01400002441406
39,2.74693572979707,1.6033447775268554,63.214000036621094,85.3600000048828
40,2.715797323447007,1.618030966835022,62.90399996948242,85.09599998535157
41,2.699786465901595,1.596488740386963,63.561999990234376,85.35000007324219
42,2.690320624754979,1.6456703885269166,63.27600002685547,85.292
43,2.6834156467364383,1.6430438335037232,63.38800001220703,85.34000005859374
44,2.655400134049929,1.5550595458984375,64.46799998291016,86.26399999511719
45,2.6622463097939124,1.6035059371948241,64.34199997802735,86.10399998046876
46,2.641736021408668,1.54760121925354,64.82800000732422,86.36599999511719
47,2.6350160378676195,1.6017681295776367,64.15200002685548,85.83000002441406
48,2.6134524116149316,1.5395534103393556,65.29799999755859,86.53799994628906
49,2.596540927886963,1.5189449394989014,65.01799996337891,86.71199999511718
50,2.5706779956817627,1.5371522303009033,64.95,86.28200001953125
51,2.5895004822657657,1.542133430290222,65.11200001220703,86.432
52,2.5692892716481137,1.556517424888611,65.43199999023437,86.53399997558594
53,2.5518867877813487,1.516784744606018,65.10800004638672,86.71000001708984
54,2.5566277366418104,1.516617883834839,65.7159999609375,86.9520000390625
55,2.5319445637556224,1.4897328926849365,65.69800001220703,86.86000006835937
56,2.5206159490805407,1.4297090478515626,66.36199999023438,87.41600006347656
57,2.4967920871881337,1.5164599417877198,66.29399999511719,87.220000078125
58,2.4878920316696167,1.430027043838501,66.9740000024414,87.41200009277344
59,2.4978897250615635,1.4546878232955933,66.05199996826173,87.27000002197266
60,2.4959590343328624,1.4294600772094725,66.50400003417968,87.55600008789062
61,2.477871372149541,1.4902235006332398,66.95599999755859,87.72800003417969
62,2.4709284397271962,1.3993948345947265,67.29599999267577,87.74600001464843
63,2.456944552751688,1.448478844833374,67.05399996582031,87.494
64,2.446088263621697,1.4110160814666748,67.36200002441406,87.93199998535157
65,2.437533745398888,1.4596058369445801,67.4039999975586,88.10400003662109
66,2.4492588272461524,1.414293345680237,67.25200002441406,87.63200002441407
